year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,school_status,lowest_grade_offered,highest_grade_offered,elem_cedp,middle_cedp,high_cedp,enrollment,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,magnet,shared_time,virtual,lunch_program,teachers_fte,gleaid,school_id,geo_longitude,geo_latitude,leaid,geocode_accuracy,geocode_accuracy_detailed,state_leaid,state_fips_geo,seasch,county_fips_geo,street_mailing,puma,city_mailing,tract,state_mailing,block_group,zip_mailing,geoid_block,street_location,census_region,city_location,census_division,csa,zip_location,cbsa,phone,cbsa_name,fips,cbsa_type,latitude,cbsa_city,longitude,place_fips,geoid_place,place_name,urban_centric_locale,class_code,county_code,upper_chamber,congress_district_id,state_leg_district_upper,state_leg_district_lower,upper_chamber_name,lower_chamber,lower_chamber_name,lower_chamber_type,teachers_fte_crdc,teachers_certified_fte,teachers_uncertified_fte,teachers_first_year_fte,teachers_second_year_fte,teachers_current_sy,teachers_previous_sy,instructional_aides_fte,teachers_absent_fte,support_fte,counselors_fte,administration_fte,social_workers_fte,psychologists_fte,nurses_fte,law_enforcement_fte,security_guard_fte,law_enforcement_ind,salaries_teachers,salaries_total,salaries_instruc_staff,salaries_instructional_aides,salaries_support,salaries_administration,expenditures_nonpersonnel
mixed - most recent,"272520002522","RUSH CREEK ELEMENTARY","MN","OSSEO PUBLIC SCHOOL DISTRICT","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","774","","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","42","25200","2702522","-93.514473","45.114768","2725200","Not applicable","Point address","MN-010279","Minnesota","010279-010279669","27053","8801 COUNTY RD 101","01402","MAPLE GROVE","26715","MN","1","55311","270530267151","8801 COUNTY RD 101","Midwest","MAPLE GROVE","West north central","378","55311","33460","(763)494-4549","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.114768","No","-93.514473","40166","2740166","Maple Grove city","Suburb, large","Minor civil division equivalent (incorporated)","27053","27032","2703","27034","2734A","State Senate District 32","2732A","State House District 32A","State house district","44.000","44.200","0.000","1.000","0.000","47.000","42.000","21.960","25.000","6.150","0.400","1.000","0.500","0.500","1.000","0.000","0.000","No","2919950","3907061.500","2542947","472539.438","377371.531","137200.000","143584.000"
mixed - most recent,"272829001407","RUSHFORD-PETERSON ELEMENTARY","MN","RUSHFORD-PETERSON PUBLIC SCHOOLS","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","254","","School is eligible for Title I Targeted Assistance (TAS) and provides TAS program","Yes","","No","No","No","Yes participating without using any Provision or the CEP","21","28290","2701407","-91.746223","43.818694","2728290","Not applicable","Street address extension","MN-010239","Minnesota","010239-010239001","27045","PO BOX 627","02200","RUSHFORD","960100","MN","3","55971","270459601003","1000 PINE MEADOWS LANE","Midwest","RUSHFORD","West north central","462","55971","40340","(507)864-7785","","Minnesota","","43.818694","No","-91.746223","56284","2756284","Rushford city","Rural, distant","Minor civil division equivalent (incorporated)","27045","27031","2701","27028","2728B","State Senate District 31","2731B","State House District 31B","State house district","27.000","27.970","0.000","0.000","1.000","33.000","31.000","4.900","6.450","2.000","0.000","3.090","0.600","0.500","0.000","0.000","0.000","No","1290083","1682574.750","1256670","91723.852","70351.359","167771.156","125301.000"
mixed - most recent,"272829001249","RUSHFORD-PETERSON MIDDLE","MN","RUSHFORD-PETERSON PUBLIC SCHOOLS","Middle","Regular school","No","Open","6","8","No","Yes","No","167","","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","9","28290","2701249","-91.746223","43.818694","2728290","Not applicable","Street address extension","MN-010239","Minnesota","010239-010239003","27045","P.O. BOX 627","02200","RUSHFORD","960100","MN","3","55971","270459601003","1000 PINE MEADOWS LANE","Midwest","RUSHFORD","West north central","462","55971","40340","(507)864-7785","","Minnesota","","43.818694","No","-91.746223","56284","2756284","Rushford city","Rural, distant","Minor civil division equivalent (incorporated)","27045","27031","2701","27028","2728B","State Senate District 31","2731B","State House District 31B","State house district","10.000","10.580","0.000","0.000","0.000","15.000","14.000","2.900","0.450","0.900","0.000","1.400","0.400","0.100","0.000","0.000","0.000","No","594570","795324.125","663583","59332.602","40714.102","75647.211","57738.000"
mixed - most recent,"272829001408","RUSHFORD-PETERSON SENIOR HIGH","MN","RUSHFORD-PETERSON PUBLIC SCHOOLS","High","Regular school","No","Open","9","12","No","No","Yes","218","","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","14","28290","2701408","-91.746223","43.818694","2728290","Not applicable","Street address extension","MN-010239","Minnesota","010239-010239002","27045","P.O. BOX 627","02200","RUSHFORD","960100","MN","3","55971","270459601003","1000 PINE MEADOWS LANE","Midwest","RUSHFORD","West north central","462","55971","40340","(507)864-7786","","Minnesota","","43.818694","No","-91.746223","56284","2756284","Rushford city","Rural, distant","Minor civil division equivalent (incorporated)","27045","27031","2701","27028","2728B","State Senate District 31","2731B","State House District 31B","State house district","17.000","17.150","0.000","0.000","0.000","21.000","20.000","1.670","5.000","1.590","1.000","1.930","0.000","0.100","0.000","0.000","0.000","No","1042755","1438194.750","924203","38243.609","90112.500","106040.000","379262.000"
mixed - most recent,"273819003004","RUTHERFORD ELEMENTARY","MN","Stillwater Area Public Schools","Primary","Regular school","No","Open","Kindergarten","5","Yes","No","No","555","","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","32","38190","2703004","-92.856058","45.05651","2738190","Not applicable","Point address","MN-010834","Minnesota","010834-010834804","27163","115 RUTHERFORD RD","01700","STILLWATER","70501","MN","1","55082","271630705011","115 RUTHERFORD RD","Midwest","STILLWATER","West north central","378","55082","33460","(651)351-6400","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.05651","No","-92.856058","62824","2762824","Stillwater city","Suburb, large","Minor civil division equivalent (incorporated)","27163","27052","2704","27039","2739A","State Senate District 52","2752B","State House District 52B","State house district","40.000","40.300","0.000","0.000","0.000","43.000","43.000","15.000","21.000","1.650","0.000","1.000","0.000","1.000","0.150","0.000","0.000","No","2895234","3406033.000","2339696","252952.000","125432.000","132415.000","147598.000"
mixed - most recent,"273327002334","S ST. PAUL COMMUNITY LRNG. CNTR.","MN","South St. Paul Public School Dist","High","Other/alternative school","No","Open","7","12","No","Yes","Yes","85","","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","Yes","No","Yes participating without using any Provision or the CEP","5","33270","2702334","-93.057086","44.902013","2733270","Not applicable","Point address","MN-030006","Minnesota","030006-030006303","27037","710 - 19TH AVENUE NORTH","01201","SOUTH SAINT PAUL","60202","MN","2","55075","270370602022","710 - 19TH AVENUE NORTH","Midwest","SOUTH SAINT PAUL","West north central","378","55075","33460","(651)450-9966","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.902013","No","-93.057086","61492","2761492","South St. Paul city","Suburb, large","Minor civil division equivalent (incorporated)","27037","27039","2702","27052","2752A","State Senate District 39","2739A","State House District 39A","State house district","6.000","6.600","0.000","0.000","0.000","6.000","5.000","0.000","1.000","0.000","0.000","3.000","0.000","0.000","0.000","0.000","0.000","No","316427","545653.062","576536","-2.000","-2.000","229225.797","42552.000"
mixed - most recent,"272142003511","S.G. Reinertsen Elementary","MN","Moorhead Area Public Schools","Primary","Regular school","No","Open","Kindergarten","4","Yes","No","No","692","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","52","21420","2703511","-96.760737","46.831897","2721420","Not applicable","Point address","MN-010152","Minnesota","010152-010152189","27027","1201 40TH AVE S","00100","MOORHEAD","30104","MN","2","56560","270270301042","1201 40TH AVE S","Midwest","MOORHEAD","West north central","244","56560","22020","(218)284-5300","Fargo, ND-MN","Minnesota","Metropolitan statistical area","46.831897","No","-96.760737","43864","2743864","Moorhead city","Suburb, midsize","Minor civil division equivalent (incorporated)","27027","27009","2707","27004","2704A","State Senate District 9","2709A","State House District 9A","State house district","39.000","39.760","0.000","2.000","3.500","41.000","53.000","0.000","6.760","0.910","1.000","3.910","0.500","0.000","0.000","0.000","0.000","No","2195049","2775274.000","2957104","-2.000","25446.590","247662.000","54221.000"
mixed - most recent,"273300005562","Sabers Online Elementary","MN","SHAKOPEE PUBLIC SCHOOL DISTRICT","Primary","Regular school","No","New","","5","Yes","No","Yes","19","","","","","","","Yes","","2","","2705562","-93.554482","44.783835","2733000","Not applicable","","MN-010720","Minnesota","010720-010720091","27139","1200 SHAKOPEE TOWN SQ","01100","SHAKOPEE","80600","MN","1","55379","271390806001","1200 SHAKOPEE TOWN SQ","Midwest","SHAKOPEE","West north central","378","55379","33460","(952)496-5000","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.783835","No","-93.554482","59350","2759350","Shakopee city","Suburb, large","Minor civil division equivalent (incorporated)","27139","27035","2702","27055","2755A","State Senate District 35","2735A","State House District 35A","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"273300005564","Sabers Online High School","MN","SHAKOPEE PUBLIC SCHOOL DISTRICT","High","Regular school","No","New","9","12","No","No","Yes","36","","","","","","","Yes","","2","","2705564","-93.554482","44.783835","2733000","Not applicable","","MN-010720","Minnesota","010720-010720093","27139","1200 SHAKOPEE TOWN SQ","01100","SHAKOPEE","80600","MN","1","55379","271390806001","1200 SHAKOPEE TOWN SQ","Midwest","SHAKOPEE","West north central","378","55379","33460","(952)496-5000","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.783835","No","-93.554482","59350","2759350","Shakopee city","Suburb, large","Minor civil division equivalent (incorporated)","27139","27035","2702","27055","2755A","State Senate District 35","2735A","State House District 35A","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"273300005563","Sabers Online Middle School","MN","SHAKOPEE PUBLIC SCHOOL DISTRICT","Middle","Regular school","No","New","6","8","No","Yes","Yes","34","","","","","","","Yes","","3","","2705563","-93.554482","44.783835","2733000","Not applicable","","MN-010720","Minnesota","010720-010720092","27139","1200 SHAKOPEE TOWN SQ","01100","SHAKOPEE","80600","MN","1","55379","271390806001","1200 SHAKOPEE TOWN SQ","Midwest","SHAKOPEE","West north central","378","55379","33460","(952)496-5000","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.783835","No","-93.554482","59350","2759350","Shakopee city","Suburb, large","Minor civil division equivalent (incorporated)","27139","27035","2702","27055","2755A","State Senate District 35","2735A","State House District 35A","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"270021103272","SAGE ACADEMY CHARTER SCHOOL","MN","SAGE ACADEMY CHARTER SCHOOL","High","Regular school","Yes","Open","9","12","No","No","Yes","61","","School is eligible for Title I Schoolwide program (SWP) and provides Targeted Assistance program (TAS)","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","11","25200","2703272","-93.331963","45.109367","2700211","Not applicable","Point address","MN-074087","Minnesota","074087-074087010","27053","3900 85TH AVE N","01402","BROOKLYN PARK","26822","MN","3","55443","270530268223","3900 85TH AVE N","Midwest","BROOKLYN PARK","West north central","378","55443","33460","(763)315-4020","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.109367","No","-93.331963","7966","2707966","Brooklyn Park city","Suburb, large","Minor civil division equivalent (incorporated)","27053","27047","2703","27036","2736B","State Senate District 47","2747B","State House District 47B","State house district","7.000","7.500","0.000","0.000","0.000","8.000","8.000","5.500","0.000","2.000","0.500","1.500","0.000","0.000","0.000","0.000","0.000","No","409270","741130.000","630575","157500.000","96780.000","121000.000","664149.000"
mixed - most recent,"270005504535","SAIL PROGRAM","MN","Hiawatha Valley Education District","Other","Special education school","No","Open","Pre-K","12","Yes","Yes","Yes","31","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","No","Yes participating without using any Provision or the CEP","4","41060","2704535","-92.001839","44.309818","2700055","Not applicable","Point address","MN-616013","Minnesota","616013-616013031","27157","1410 BUNDY BLVD","02200","WINONA","490200","MN","2","55987","271574902002","51 RED SCHOOL LN","Midwest","KELLOGG","West north central","462","55945","40340","(507)474-6882","Rochester, MN","Minnesota","Metropolitan statistical area","44.309818","No","-92.001839","32642","2732642","Kellogg city","Rural, remote","Minor civil division equivalent (incorporated)","27157","27028","2702","27021","2721B","State Senate District 28","2728B","State House District 28B","State house district","4.000","4.000","0.000","0.000","0.000","4.000","4.000","1.000","1.000","0.000","0.000","0.000","1.000","0.200","0.100","0.000","0.000","No","21122","46883.262","","25760.369","-2.000","-2.000","24826.000"
mixed - most recent,"270039504752","Saint Cloud Math and Science Academ","MN","Saint Cloud Math and Science Academ","Primary","Regular school","Yes","Open","Kindergarten","5","Yes","No","No","241","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes under the Community Eligibility Provision (CEP)","21","33510","2704752","-94.175715","45.582776","2700395","Not applicable","Point address","MN-074223","Minnesota","074223-074223010","27145","1025 18TH ST N","00800","SAINT CLOUD","901","MN","1","56303","271450009011","1025 18TH ST N","Midwest","SAINT CLOUD","West north central","378","56303","41060","(320)774-2201","St. Cloud, MN","Minnesota","Metropolitan statistical area","45.582776","Yes","-94.175715","56896","2756896","St. Cloud city","City, small","Minor civil division equivalent (incorporated)","27145","27015","2706","27014","2714B","State Senate District 15","2715B","State House District 15B","State house district","19.000","19.000","0.000","1.000","0.000","19.000","15.000","14.000","5.000","2.500","0.000","3.500","0.000","0.000","0.000","0.000","0.000","No","719794","1330929.000","","270865.000","84064.000","193299.000","759635.000"
mixed - most recent,"273384004491","SAINT PAUL MUSIC ACADEMY","MN","Saint Paul Public Schools","Primary","Regular school","No","Open","Pre-K","6","Yes","No","No","504","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","Yes","No","No","Yes under the Community Eligibility Provision (CEP)","50","33840","2704491","-93.100316","44.976128","2733840","Not applicable","Point address","MN-010625","Minnesota","010625-010625558","27123","27 GERANIUM AVE E","01501","SAINT PAUL","30500","MN","4","55117","271230305004","27 GERANIUM AVE E","Midwest","SAINT PAUL","West north central","378","55117","33460","(651)293-8795","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.976128","Yes","-93.100316","58000","2758000","St. Paul city","City, large","Minor civil division equivalent (incorporated)","27123","27065","2704","27065","2765B","State Senate District 65","2765A","State House District 65A","State house district","49.000","49.400","0.000","0.000","0.000","51.000","44.000","13.940","17.000","1.500","1.000","1.000","1.500","0.300","1.000","0.000","0.000","No","2913659","3758502.250","3605727","316511.875","214782.297","313548.312","136003.000"
mixed - most recent,"273384005420","Saint Paul Online Elementary School","MN","Saint Paul Public Schools","Primary","Regular school","No","Open","Kindergarten","5","Yes","No","No","224","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Yes","No","29","33840","2705420","-93.11895","44.930342","2733840","Not applicable","","MN-010625","Minnesota","010625-010625400","27123","360 COLBORNE STREET","01502","SAINT PAUL","36900","MN","2","55102","271230369002","360 COLBORNE STREET","Midwest","SAINT PAUL","West north central","378","55102","33460","(651)767-8100","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.930342","Yes","-93.11895","58000","2758000","St. Paul city","City, large","Minor civil division equivalent (incorporated)","27123","27065","2704","27065","2765B","State Senate District 65","2765B","State House District 65B","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"273384005418","Saint Paul Online High School","MN","Saint Paul Public Schools","High","Regular school","No","Open","9","12","No","No","Yes","252","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Yes","No","15","33840","2705418","-93.11895","44.930342","2733840","Not applicable","","MN-010625","Minnesota","010625-010625200","27123","360 COLBORNE STREET","01502","SAINT PAUL","36900","MN","2","55102","271230369002","360 COLBORNE STREET","Midwest","SAINT PAUL","West north central","378","55102","33460","(651)767-8100","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.930342","Yes","-93.11895","58000","2758000","St. Paul city","City, large","Minor civil division equivalent (incorporated)","27123","27065","2704","27065","2765B","State Senate District 65","2765B","State House District 65B","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"273384005419","Saint Paul Online Middle School","MN","Saint Paul Public Schools","Middle","Regular school","No","Open","6","8","No","Yes","No","173","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Yes","No","8","33840","2705419","-93.11895","44.930342","2733840","Not applicable","","MN-010625","Minnesota","010625-010625300","27123","360 COLBORNE STREET","01502","SAINT PAUL","36900","MN","2","55102","271230369002","360 COLBORNE STREET","Midwest","SAINT PAUL","West north central","378","55102","33460","(651)767-8100","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.930342","Yes","-93.11895","58000","2758000","St. Paul city","City, large","Minor civil division equivalent (incorporated)","27123","27065","2704","27065","2765B","State Senate District 65","2765B","State House District 65B","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"273354004980","Saints Academy","MN","St. Francis Area Schools","High","Other/alternative school","No","Open","7","12","No","Yes","Yes","192","","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","Yes","No","Yes participating without using any Provision or the CEP","5","33540","2704980","-93.371045","45.400055","2733540","Not applicable","Point address","MN-010015","Minnesota","010015-010015018","27003","4111 AMBASSADOR BLVD NW","01001","SAINT FRANCIS","50107","MN","1","55070","270030501071","4111 AMBASSADOR BLVD NW","Midwest","SAINT FRANCIS","West north central","378","55070","33460","(763)753-7152","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.400055","No","-93.371045","56950","2756950","St. Francis city","Rural, fringe","Minor civil division equivalent (incorporated)","27003","27017","2706","27031","2731A","State Senate District 17","2717A","State House District 17A","State house district","6.000","6.000","0.000","0.000","0.000","6.000","12.000","2.000","0.000","1.000","1.000","4.000","0.000","0.000","0.000","0.000","0.000","No","593361","829820.000","","17098.000","736.000","78315.000","25914.000"
mixed - most recent,"273354005051","Saints Guided Studies","MN","St. Francis Area Schools","High","Other/alternative school","No","Open","9","12","No","No","Yes","0","","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","Yes","No","Yes participating without using any Provision or the CEP","","33540","2705051","-93.371045","45.400055","2733540","Not applicable","Point address","MN-010015","Minnesota","010015-010015016","27003","4111 AMBASSADOR BLVD","01001","SAINT FRANCIS","50107","MN","1","55070","270030501071","4111 AMBASSADOR BLVD","Midwest","SAINT FRANCIS","West north central","378","55070","33460","(763)753-7152","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.400055","No","-93.371045","56950","2756950","St. Francis city","Rural, fringe","Minor civil division equivalent (incorporated)","27003","27017","2706","27031","2731A","State Senate District 17","2717A","State House District 17A","State house district","4.000","4.000","0.000","0.000","2.000","4.000","8.000","1.000","0.000","1.000","0.000","1.000","0.000","0.000","0.000","0.000","0.000","No","29121","29121.000","","5228.000","5228.000","20563.000","0.000"
mixed - most recent,"273354005333","Saints Online Elementary","MN","St. Francis Area Schools","Primary","Regular school","No","Open","Kindergarten","5","Yes","No","No","9","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Yes","No","1","33540","2705333","-93.371045","45.400055","2733540","Not applicable","","MN-010015","Minnesota","010015-010015013","27003","4111 AMBASSADOR BLVD NW","01001","SAINT FRANCIS","50107","MN","1","55070","270030501071","4111 AMBASSADOR BLVD NW","Midwest","SAINT FRANCIS","West north central","378","55070","33460","(763)753-7152","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.400055","No","-93.371045","56950","2756950","St. Francis city","Rural, fringe","Minor civil division equivalent (incorporated)","27003","27017","2706","27031","2731A","State Senate District 17","2717A","State House District 17A","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"273354004917","Saints Online High School","MN","St. Francis Area Schools","High","Regular school","No","Open","9","12","No","No","Yes","111","","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","Yes","Yes participating without using any Provision or the CEP","5","33540","2704917","-93.371045","45.400055","2733540","Not applicable","Point address","MN-010015","Minnesota","010015-010015015","27003","4111 AMBASSADOR BLVD NW","01001","SAINT FRANCIS","50107","MN","1","55070","270030501071","4111 AMBASSADOR BLVD NW","Midwest","SAINT FRANCIS","West north central","378","55070","33460","(763)753-7152","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.400055","No","-93.371045","56950","2756950","St. Francis city","Rural, fringe","Minor civil division equivalent (incorporated)","27003","27017","2706","27031","2731A","State Senate District 17","2717A","State House District 17A","State house district","2.000","2.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.500","1.000","0.000","0.000","0.000","0.000","0.000","No","119286","166631.000","","-2.000","-2.000","31444.000","17267.000"
mixed - most recent,"273354005334","Saints Online Middle School","MN","St. Francis Area Schools","Middle","Regular school","No","Open","6","8","No","Yes","No","23","","School is not eligible for either Title I Targeted Assistance or Schoolwide program","No","No","No","No","Yes","No","1","33540","2705334","-93.371045","45.400055","2733540","Not applicable","","MN-010015","Minnesota","010015-010015014","27003","4111 AMBASSADOR BLVD NW","01001","SAINT FRANCIS","50107","MN","1","55070","270030501071","4111 AMBASSADOR BLVD NW","Midwest","SAINT FRANCIS","West north central","378","55070","33460","(763)753-7152","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.400055","No","-93.371045","56950","2756950","St. Francis city","Rural, fringe","Minor civil division equivalent (incorporated)","27003","27017","2706","27031","2731A","State Senate District 17","2717A","State House District 17A","State house district","","","","","","","","","","","","","","","","","","","","","","","","",""
mixed - most recent,"271503000766","SALEM HILLS ELEMENTARY","MN","INVER GROVE HEIGHTS SCHOOLS","Primary","Regular school","No","Open","Pre-K","5","Yes","No","No","312","","School is eligible for Title I Schoolwide program (SWP) and provides Title I Schoolwide program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","27","15030","2700766","-93.069417","44.864025","2715030","Not applicable","Street address","MN-010199","Minnesota","010199-010199578","27037","5899 BABCOCK TR E","01201","INVER GROVE HEIGHTS","60505","MN","4","55077","270370605054","5899 BABCOCK TR E","Midwest","INVER GROVE HEIGHTS","West north central","378","55077","33460","(651)306-7300","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","44.864025","No","-93.069417","31076","2731076","Inver Grove Heights city","Rural, fringe","Minor civil division equivalent (incorporated)","27037","27039","2702","27052","2752B","State Senate District 39","2739B","State House District 39B","State house district","20.000","20.000","0.000","0.000","0.000","20.000","17.000","0.000","5.000","4.000","0.000","3.000","0.750","0.000","0.000","0.000","0.000","No","1032903","1474040.375","1023050","-2.000","240176.281","200961.094","46895.000"
mixed - most recent,"271137002038","SALK MIDDLE SCHOOL","MN","Elk River Public School District","Middle","Regular school","No","Open","6","8","No","Yes","No","657","","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","16","11370","2702038","-93.573829","45.320155","2711370","Not applicable","Point address","MN-010728","Minnesota","010728-010728410","27141","11970 HIGHLAND RD","00900","ELK RIVER","30504","MN","1","55330","271410305041","11970 HIGHLAND RD","Midwest","ELK RIVER","West north central","378","55330","33460","(763)241-3455","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.320155","No","-93.573829","18674","2718674","Elk River city","Suburb, large","Minor civil division equivalent (incorporated)","27141","27048","2706","27030","2730A","State Senate District 48","2748A","State House District 48A","State house district","43.000","43.750","0.000","2.230","1.000","62.000","57.000","6.970","21.000","9.760","1.500","2.000","1.000","0.500","0.350","0.300","0.000","Yes","2813021","3779183.000","2464722","374346.188","347441.156","244374.797","2354902.000"
mixed - most recent,"270318000123","SAND CREEK ELEMENTARY","MN","Anoka-Hennepin School District","Primary","Regular school","No","Open","Kindergarten","5","Yes","No","No","601","","School is eligible for Title I Targeted Assistance (TAS) but provides no program","Yes","No","No","No","No","Yes participating without using any Provision or the CEP","44","03180","2700123","-93.287298","45.190631","2703180","Not applicable","Street address","MN-010011","Minnesota","010011-010011417","27003","12156 OLIVE ST NW","01002","COON RAPIDS","50711","MN","5","55448","270030507115","12156 OLIVE ST NW","Midwest","COON RAPIDS","West north central","378","55448","33460","(763)506-4300","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.190631","No","-93.287298","13114","2713114","Coon Rapids city","Suburb, large","Minor civil division equivalent (incorporated)","27003","27049","2703","27037","2737A","State Senate District 49","2749B","State House District 49B","State house district","51.000","51.660","0.000","5.750","0.800","54.000","47.000","12.330","6.240","13.270","1.000","1.870","1.000","1.000","1.000","0.000","0.000","No","3364208","4397287.000","2320879","212153.047","558680.875","262244.281","256176.000"
mixed - most recent,"273178005115","Sandburg Middle School","MN","ROBBINSDALE PUBLIC SCHOOL DISTRICT","Middle","Regular school","No","Open","6","8","No","Yes","No","418","","School is eligible for Title I Schoolwide program (SWP) but provides no program","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","17","31780","2705115","-93.365544","45.004291","2731780","Not applicable","","MN-010281","Minnesota","010281-010281045","27053","2400 SANDBURG LN","01403","GOLDEN VALLEY","21602","MN","5","55427","270530216025","2400 SANDBURG LN","Midwest","GOLDEN VALLEY","West north central","378","55427","33460","(763)504-8200","Minneapolis-St. Paul-Bloomington, MN-WI","Minnesota","Metropolitan statistical area","45.004291","No","-93.365544","24308","2724308","Golden Valley city","Suburb, large","Minor civil division equivalent (incorporated)","27053","27045","2705","27045","2745B","State Senate District 45","2745B","State House District 45B","State house district","48.000","48.600","0.000","3.000","3.000","59.000","0.000","1.580","13.000","63.600","2.000","2.000","1.600","1.500","0.500","1.000","2.000","Yes","2020595","3581628.500","","30037.480","1168845.250","362150.531","2198297.000"
mixed - most recent,"272132001074","Sanford Elementary School","MN","MONTEVIDEO PUBLIC SCHOOL DISTRICT","Primary","Regular school","No","Open","3","4","Yes","No","No","187","","School is eligible for Title I Schoolwide program (SWP) and provides Targeted Assistance program (TAS)","Yes","Yes","No","No","No","Yes participating without using any Provision or the CEP","13","21320","2701074","-95.710115","44.94214","2721320","Not applicable","Street address","MN-010129","Minnesota","010129-010129020","27023","412 S 13TH ST","01900","MONTEVIDEO","950600","MN","6","56265","270239506006","412 S 13TH ST","Midwest","MONTEVIDEO","West north central","Not applicable","56265","Not applicable","(320)269-6538","","Minnesota","","44.94214","No","-95.710115","43720","2743720","Montevideo city","Town, remote","Minor civil division equivalent (incorporated)","27023","27020","2707","27017","2717A","State Senate District 20","2720B","State House District 20B","State house district","13.000","13.000","0.000","0.000","0.000","13.000","26.000","9.240","5.000","3.570","0.000","1.000","0.500","0.000","0.000","0.000","0.000","No","667558","1065121.875","851536","173156.188","118130.562","106277.000","283234.000"
